;name;phones;mails;address;company;people;inn
3614;permglavsnab.ru/realty/new-buildings/for-sale/pushkarskaya-136;83422483830;oborina@permglavsnab.ru,kom@permglavsnab.ru,ketova.ai@permglavsnab.ru;;;;
3615;zemlyamo.ru;84951500208,84951521819,84952089208,84952121020,84951274812,84951502049,84951512624,84957683521,84952340111,84955653055;zemlyamo@goodstone.ru,info@zemlyamo.ru,info1@ruswest.ru,info@aps-dsk.ru,inbox@leckom.ru,villages@rubkoff.ru,julia@zemlyamo.ru,lilia@zemlyamo.ru,info@domizblokov.com,dom@holz-house.ru,smirnova@zemlyamo.ru;Москва, ул. Гарибальди;;;
3616;beketovopark.ru;84951274812,87235901138,84957683521,86046521003,84344757407,88552521104,84951521819,84951548259,84952089208,84499761042,89359201009,84951549791,84951502049,84951512624,86625271138,84952340111,84955653055,89649401011;Inbox@leckom.ru,zemlyamo@goodstone.ru,info@zemlyamo.ru,info1@ruswest.ru,info@aps-dsk.ru,villages@rubkoff.ru,julia@zemlyamo.ru,lilia@zemlyamo.ru,info@domizblokov.com,dom@holz-house.ru,beketovo@zemlyamo.ru,mirnova@zemlyamo.ru;Черемушки, ул. Гарибальди;;;
3617;maidanrb.blogspot.com/www.blogger.com/rearrange?action=editwidget&blogid=1531643590312921317&sectionid=sidebar-right-1&widgetid=contactform1&widgettype=contactform;;;;;;
3618;aovm.ru/ulica-vavilova;84955518328;;Москва, улица Вавилова	Москва, улица Гарибальди	Москва, улица Архитектора	Москва, улица Ивана	Москва, улица Орджоникидзе	Москва, улица Шверника;;;
3619;nadegda-stroy.ru;89308277003,89632137305,89632125650,89605532052,89506933100,89532967918,89679705140,89308202330,89610008695,89103330103,89632137008,89632137288,89208403703,89018096099,89632137780,88005501435,89611022020,89208358004,88003337890,89605510203;yspex_moon@mail.ru,info@nadegda-stroy.ru,d-bazar@bk.ru,taxopark_moon@mail.ru,profildoors32@mail.ru,2x2_moon@mail.ru,db-bryansk@bk.ru,wallstil@yandex.ru,domus-d32@yandex.ru;Брянск, ул. Сталелитейная	Брянск, ул. Евдокимова	Брянск, ул. Бежицкая	Брянск, ул. Калинина	Брянск, ул.Кромская	Брянск, ул. Горбатова	Брянск, ул. Войстроченко;Брянскстройразвитие	АЛЬФА-БАНК;;
3620;ok.ru/gk.nadegda;;;;;;
3621;aovm.ru/ulica-grina;84955518328;;Москва, улица Академика	Москва, улица Грина;;;
3622;petruhino.ru;83159316031,84957612294,83139314031,83149315031,89261172937,84952367570,84957847447,88910111213,82122233233,87337133714,84955801000;apikisheva@petruhino.ru;Серпухов, ул. Володарского	Серпухов, ул. Октябрьская	Серпухов, ул. Калужская	Серпухов, ул. Горького	Серпухов, ул. Чехова;;Трофимова Д. В.;
3623;aovm.ru/ulica-malysheva;84955518328;;Москва, улица Артюхиной	Москва, улица Шкулёва	Москва, улица Юных;;;
3624;cadastral-mo.ru;84950559095,86203550512,87173645904,89032507605;cadastral@bk.ru;Чёрная, ул.Европейская;;;1000000001
3625;vk.com/cadastral;84950559095,89032507605;;;;;
3626;ok.ru/group/55744287473752;;;;;;
3627;zen.yandex.ru/id/5d6534ff9f272100ac7d5b55;;;;;;
3628;domex.ru;84950216432,88314222521,84951048919,89996799383,80281050028,84954320735,81014525000;;Новгород, ул. Максима	Москва, ул. Космонавтов;Пиар-Интернет	СМ-АРТ;;7717532869
3629;t.me/domex_ru;;adv@domex.ru;;;;
3630;vk.com/domex_realty;84952255776;;;;;
3631;vk.com/zdorovie3;89218594100,89214141064;;;;;
3632;aovm.ru/znamenskaya-ulica;84955518328;;Москва, улица Атарбекова;;;
3633;aovm.ru/vorobyovskoe-shosse;84955518328;;Москва, улица Потылиха	Москва, улица Пудовкина;;;
3634;gtkkrd.ru;88612006280,88612006279,88612006284,89094648745,88612363582,88612006281,88612360800,89094648775,80000000022;;Краснодар, ул. Уральская;;;
3635;km-ankudinovka.ru;80031003400,88314222555,86375427222,89207452257,80000000016,88314222922,82899881562,88312827345,89200012256;hotline@karkasmonolit.ru,real@karkasmonolit.ru;Анкудиновка, улица Черкесская	Анкудиновка, улица Русская	Федяково, улица Любимая	Новгород, улица Родионова	Новгород, ул. Родионова;Волга - недвижимость	Успех;;
3636;t.me/brusnikacompany;;;;;;
3637;newdom2008.narod.ru;89062760575;Newdom2008@yandex.ru;;;;
3638;aovm.ru/naberezhnaya-tarasa-shevchenko;84955518328;;Москва, улица Можайский	Москва, улица Раевского	Москва, улица Кульнева;;;
3639;kgs44.ru;;;;;;
3640;kgs44.ru/catalog_one/137;;;;;;
3641;gkskat.ru;85465526132,83541327009,83038735412,85472449328,88785372669,80444043804,80442043004,82217085329,80430043800,84074187009,82494356540,81772490238,82608649337,89033459930,82304453735,86766217009,80094807009,80442043504,82261811010,88017497009,83658548365,80435044004,83038735456,82364209125,83546227009,84654167009,84243484257,80020043204,80020043404,83663669719,84895967009,80432044804,83608009619,89426987009,81884187009,86772919670,80430044904,80438043204,82370490132,80437043004,85146066360,87044797009,83334353329,84302583916,85642760613,80020043304,87236607009,80020044704,83038735437,84913891638,80442044304,80442043500,85317009940,82645254530,80437002004,80437043804,84822357009,83546727009,83038735448,83544937009,83541428009,84956987009,87117009919,80432002004,86050169756,80434043004,80020002204,83758205940,80439002004,80438044104,86094797009,83011993293,81967009919,84832151842,82765620720,83547009927,80536347009,86857009926,83541242489,82531576247,83543127009,83544657009,85124100169,85883357009,80437043204,82575947009,80020043104,83546327009,83155830143,80061762489,82928316371,80430044204,83543497009,84832151835,86773330509,80435044204,82257117009,83517009921,82116029453,80446002900,83547009929,80438002000,81622023329,83657237009,87815957009,83544787009,80446043804,83546087009,82531576243,86143323329,84913891646,83586142669,86066061009,83609636250,81984677009,82202669726,81308901114,83422990169,85472449333,81249021166,84817720625,80020043704,84832151839,82051603771,84771009846,84417009939,80447043504,89593407009,82304453736,80439002000,83343807009,80020003100,81235317009,80437043000,82304453743,80020044304,81345192333,80054100169,85566432512,81624057009,83568303232,84317009939,88954947009,88452637009,80322897009,87092634989,84014318820,85186607009,85122961009,81470734144,81617172669,80020043800,84037009950,82617009925,85495369971,83545817009,89482747009,83568303242,82766782669,87172669725,82777129229,85062011156,85124937009,81142669751,83645090918,84302583949,83541197009,83547497009,88586347009,88452117009,84302583912,81249021171,80446002004,86875447009,89836347009,83542607009,83974057009,80020003200,80438002004,85945567009,80435044104,83143257009,84033137009,80020043504,80430002004,83547107009,86587009926,85566432516,85270169749,82645254542,80020042404,87086087009,81249021120,89187367009,83541581010,89895882669,80020003300,82304453742,80020003400,87965057009,80440043504,83543887009,84907009921,83542327009,83909103446,88664157009,82140978146,84832151843,83542097009,82304453738,86771438989,82531576265,83545057009,85881818009,83546857009,85951767009,80482423329,83544907009,89246160510,81663811633,80432043004,82981687870,83545317009,85957009934,80695317009,83544797009,83479329837,83543377009,82367009939,83546467009,88013397009,82985556259,82777009939,83568303239,84307009956,83275127341,85881717009,82198129327,89464565830,80447043804,85124490169,86087009924,82053277009,84863635960,84939914639,83545947009,83326080631,87247009924,85017366353,82542283928,89443794989,85107762856,82640209452,83323551932,80446043500,82586597009,80441043004,85121987009,82215930169,85817009945,83526301358,80020002804,86125540169,82304453734,85472449325,82531847228,83147009921,81957009931,82157009928,82877009925,80434043804,80441044204,84832151834,88071897009,81066669926,81845607323,80020044104,82293329550,86987009920,82984709190,86044447009,89283367009,80442002004,83998009630,86311010119,85941180169,84417009949,82304453739,87535067009,87074907009,82222767009,81887367009,84302583956,81818142433,86933897009,84397009946,83795830127,83543277009,84187009919,84157009935,82542283925,80262267009,80432043704,84497000469,83541997009,85827009954,86012669747,80535437009,83852054164,86066987009,85124787009,82518621733,82108129337,84823581009,83507009919,85882857009,80435043304,89165037009,89616607009,80430044104,80434043504,88013637009,81181273329,85883897009,84780169719,83038735449,82974317009,81771174260,84832151838,80430043500,80435002900,83543287009,87982867009,80440044304,83543227009,80029002004,83193329811,85944317009,83544397009,81063193329,82140978138,83327588855,80924287009,82479976232,85472449336,81151826352,82848060641,85556259861,81681010135,84827009934,80020044204,80445002004,83541300170,80434044604,84325747144,80430044704,88635232669,83546821010,83543998009,80430043204,88064687009,83532730769,83546847009,81413285830,83248233351,88212400333,82542283936,82542283933,83544898009,84395827009,89092717009,84430668669,83542737009,84887042669,81611882669,83568303243,86227009931,80436043804,81097117009,83909103442,82686889346,82507009919,83543767009,83517009915,83542497009,84876315660,80438043404,83568303236,80020043200,86476467009,82413147009,82304453732,82645254564,86607009919,80435002004,87672907009,82198129350,82787009919,82645254546,83568303235,85125057009,83484873758,88014140169,82600779147,84302583948,86093193329,83547247009,81287200925,80430043404,83984852357,80435043900,87534230169,86065421009,83568303234,83038735416,82108360615,82435841158,85126310169,83544007009,81091143329,87237009915,88516477009,83568303238,83545837009,86073647009,86081607009,80020043804,84666477009,87536440169,83507009953,82384208244,85173237009,83563322831,81124027009,87232423329,88525087009,83814270169,87237009913,80443002004,83927009919,80435044200,84287009919,82950175255,84014318873,80439044104,84832151836,84835587009,81372489624,84832151832,84826207009,86931651010,82108129327,80445044104,81790509647,82777009932,80442043804,80446043000,80853888009,80596987009,84317707260,82765307009,87984567009,84302583937,83545327009,86772290509,82981993293,80442044300,82198129354,88715031009,82730169742,87367009956,84317009928,81486635331,86737009956;sales@gkskat.ru,pr@gks.com,office@gks.com,hr@gks.com,marketing@gks.com;Сыктывкар, ул. Ветеранов	Давпон, ул. Жакова	Давпон, ул. Морозова	Орбита, ул. Петрозаводская	Центр, ул. Интернациональная	Орбита, ул. Тентюковская;;;1318123760,1318126224,1570397488,1581147120,1345803296,1578532816,1577973408,1570357504,1318126336,1577968704,1581093024,1570388752,1581095824,1249392496,1055032976,1318082208,1581209504,1318115024,1581213536,1578479616,1570276640,1578499664,1318134512,1577914384,1581214544,1578449712,1318113232,1581138160,1318049728,1345799712,1581125056,1570349328,1577944624,1318112224,1570391216,1249402352,1577878432,1249405936,1570368256,1570385168,1577955936,1570297024,1318121632,1570312592,1318054656,1581109824,1570394800,1123680672,1577949216,1578466624,1581158432,1581091232,1079235136,1332604112,1249406720,1138573344,1570321552,1570362544,1577974192,1584716016,1569387344,1578008576,1249396304,1578007792,1578538864,1581136480,1579919184,1570311024,1570390096,1578496080,1061106256,1581105904,1577914720,1570346080,1249404480,1577970272,1332611616,1249432144,1570299264,1318080304,1101168940,1318116144,1318104720,1318117488,1064460720,1318113792,1581169296,1570325136,1570394576,1578520832,1345807216,1318069776,1570289744,1570309008,1570278768,1138485984,1581085744,1318101920,1570299600,1138474448,1577984384,1318070112,1138573008,1570377888,1318108192,1577988416,1318116704,1578556784,1578494512,1577926032,1577920096,1577998272,1570374080,1318115136,1318128352,1578437280,1156012096,1570383936,1579926128,1318096768,1577942048,1318128128,1577881680,1570355376,1570282576,1318100688,1581154848,1570357056,1581111168,1318128912,1570277424,1318106960,1318071120,1318087584,1345892784,1318117152,1578510752,1058629424,1318114352,1578530688,1581140960,1581138720,1581206256,1581160784,1138473216,1577879328,1578548160,1570298704,1577942160,1570287952,1581134464,1578514112,1318047376,1318059024,1332605904,1581101088,1578459232,1577929504,1577981360,1577990992,1577967248,1579921200,1581164816,1570301728,1581163696,1578462256,1577975088,1577897248,1079238832,1570404880,1249401120,1571237440,1578855952,1581107696,1570279888,1332604224,1570296128,1318061264,1318064176,1579918960,1581180496,1581090672,1581105344,1570333200,1318051072,1570405440,1577989088,1570287280,1570291984,1581085408,1123676528,1249398880,1579915712,1578443328,1578498432,1318049168,1578456096,1318107072,1570334096,1570379344,1578549616,1577961648,1570364336,1055110480,1133312864,1577999840,1570359856,1581202672,1055030848,1578453520,1581149024,1581161008,1581110160,1578463712,1581160224,1578516912,1570305760,1578486448,1249407280,1578942976,1318110432,1577910352,1577941712,1577884592,1581114976,1570364784,1578562496,1570272160,1577965568,1578443104,1578491712,1570320432,1578478272,1570404096,1318090832,1577927824,1318062608,1318108304,1570313600,1318088144,1578454640,1570406112,1570328720,1138567968,1577883920,1581163920,1570292208,1570348656,1577880896,1578487568,1318079296,1318097888,1318118720,1581113968,1577941264,1577882352,1578470096,1249405600,1581159104,1318107968,1579918736,1318120512,1579920304,1570338912,1578560592,1577991104,1577904192,1332610048,1058612288,1570326592,1577998384,1578529120,1249398320,1579920976,1577934320,1318088928,1581091568,1578500000,1581200768,1577913376,1578478608,1578531808,1578002304,1578447360,1055111040,1055036672,1570319984,1318047488,1577957168,1577953808,1577934880,1577944400,1577893776,1570355152,1578472448,1318124096,1123673504,1249410752,1570352464,1570326256,1318069552,1055044064,1318104944,1570382704,1581124384,1058609824,1578518928,1577895792,1570350560,1318078848,1578502576,1577904864,1570368032,1578559024,1581176576,1578001520,1578544352,1345810688,1578474464,1578531136,1578546144,1058626176,1249415344,1577942496,1577991888,1570312144,1570339920,1318123648,1064476736,1570340032,1318068992,1581106800,1249399328,1332604560,1123672720,1318063840,1570323792,1581127632,1578461248,1578494400,1578565744,1318077280,1578452400,1581179712,1570358736,1570368704,1577996144,1578503248,1570332416,1581183968,1318102032,1318114800,1581139392,1318112560,1138484192,1318126672,1581184304,1318102256,1570403088,1581135472,1581202896,1581137376,1058622928,1138545008,1577910016,1570389312,1570377664,1577970832,1318082656,1570360416,1581213872,1570398048,1318109984,1061107936,1570343616,1570396144,1570306432,1318101472,1318116928,1577977888,1123658608,1123672496,1578012384,1249416576,1578471104,1318117936,1570369040,1138487216,1581136816,1577888512,1318100800,1577943504,1064460384,1581129424,1581133568,1577978784,1577931520,1581104224,1581210400,1578513664,1318096992,1570298368,1249412992,1581119232,1578005888,1318077952,1120102160,1318106736,1318119952,1578536960,1577888960,1332610608,1570315504,1581160672,1318104832,1581097616,1332611056,1064458592,1578556448,1249404928,1570300272,1577911584,1578447696,1318087248,1577903408,1318074368,1581115872,1578503472,1577922336,1577909120,1578444784,1249388912,1249394960,1578512656,1578516240,1577904528,1249403920,1577999952,1578495408,1581154400,1318069440,1579926912,1578489248,1318051744,1581080928,1577999056,1332607360,1578479392,1318056448,1578537408,1578489920,1318129808,1570281456,1318096656,1578485664,1570286832,1318101360,1577994688,1581211520,1570359520,1318078512,1578561152,1249424528,1581121920,1318050512,1581154288,1570403536,1578564512,1578441984,1577896688,1318062048,1318076048,1249422624,1578004656,1570389088,1318099120,1579914592,1570274288,1570358624,1055025920,1581140176,1055030400,1578522176,1578552864,1577982032,1570327152,1581101648,1577939136,1577878544,1318067536,1578537520,1570375760,1055029616,1581211632,1058622368,1318110208,1055026704,1577952688,1578488688,1577889856,1581118336,1570316848,1578524976,1577894000,1577972848,1570283808,1318103264,1577951008,1332605456,1570388864,1581086080,1249412880,1578552416,1249421392,1345804640,1055111824,1570361648,1581084624,1581131104,1581098960,1249434608,1138482512,1578446240,1318112672,1570271488,1578010480,1581181952,1581186208,1318099232,1578471552,1577950112,1577992560,1577986848,1578440864,1578549280,1318045584,1318114464,1579927472,1570368480,1055112944,1570399392,1318084112,1581152944,1577918752,1570321104,1581168736,1318081984,1581150144,1578943536,1577928832,1318101808,1577980240,1570332640,1581168624,1577930400,1578538528,1570353696,1581165488,1570330288,1318111888,1581100192,1578941408,1577906544,1578553088,1318089712,1579922656,1570378112,1318090160,1581153056,1584712880,1577925136,1318053872,1570370272,1318068320,1578478720,1581142528,1578507840,1318078960,1577918080,1577955488,1570292320,1318119280,1577932640,1577992112,1578540544,1581151488,1581082720,1578435040,1318069216,1570382032,1138568864,1578438176,1581206368,1058612960,1332614304,1578511200,1318120624,1578569440,1058622032,1055110144,1318127680,1581132672,1570331968,1570375200,1570382480,1578522848,1577924464,1581172096,1578450832,1318091840,1570370048,1318112000,1332613632,1577986176,1570382256,1318081648,1318081200,1581145664,1578472784,1570341040,1318081760,1138482288,1058613296,1578532928,1318051184,1577909232,1581091680,1578553648,1577994240,1581085968,1570317072,1581207712,1318082544,1579926352,1578540768,1570272608,1578563280,1570323456,1581139280,1578477824,1577971952,1570276864,1332603776,1570309120,1578532144,1570347088,1581180832,1577967920,1578005104,1577950784,1318085232,1318123088,1577903296,1578437056,1345798592,1577902960,1138548032,1570303408,1138475456,1079236480,1577961984,1570354928,1578011376,1578492944,1570326368,1581086864,1318076384,1318065184,1318046704,1318088704,1578435712,1577897472,1318108416,1578560256,1318055552,1318073920,1249390144,1577980688,1578469200,1570304304,1249389024,1581103216,1570314160,1079235472,1581208496,1577959408,1570394016,1570352352,1318060032,1577967136,1570378448,1581122144,1581119680,1578518256,1577889520,1570395696,1581198640,1577891200,1123565760,1570294000,1570373744,1318120176,1249418928,1318123200,1578504816,1318089936,1318067424,1318098896,1570341824,1318117376,1581097728,1581169632,1249394848,1055034656,1578492272,1581090448,1319462368,1570369600,1138483744,1318062832,1577891872,1570393344,1570364224,1578500112,1577927264,1577984720,1249444016,1318101136,1577896128,1570372176,1332599296,1577894224,1578005664,1570350784,1570394240,1079235696,1345807440,1570380912,1318112896,1318066528,1578438848,1055024688,1318110768,1579922768,1579913472,1570300944,1318116816,1570336336,1581084960,1581170416,1570372064,1581149472,1318130144,1318124432,1581103776,1581095376,1120102272,1570393008,1581204576,1577932416,1318085008,1581160112,1578451616,1578460464,1123674512,1578009136,1570373408,1577958064,1318136864,1138479600,1577954480,1570402080,1578476592,1581181616,1123670144,1318056336,1577908112,1581130544,1581125616,1570402528,1578488576,1249411872,1318135968,1578441424,1581157088,1570348880,1318048608,1578942304,1581117104,1061110624,1318049504,1581116768,1332607024,1570278208,1577966464,1138485536,1570392672,1318132384,1578535280,1570284592,1318101024,1578470656,1318104608,1581149584,1578477600,1318132272,1581088432,1055028272,1249399552,1058628080,1578476480,1577889296,1318044016,1345804864,1577916512,1570388192,1581085296,1318128688,1578566528,1577922672,1578458224,1578542336,1578470432,1570336000,1318113008,1577946304,1581172432,1577948880,1577936784,1578567648,1570358848,1570389872,1345808224,1578461808,1249413440,1318105056,1318120960,1318116480,1578523744,1577958176,1318121968,1249443904,1570385840,1318125888,1578549728,1318119168,1581126624,1570309904,1061106368,1584714560,1570347200,1570370720,1581124832,1570281344,1318061488,1318119840,1570354480,1249419152,1570392560,1318053424,1318126000,1318129584,1577922000,1577939920,1578547040,1579912128,1578499776,1578479952,1332608480,1318103376,1079240288,1578517584,1578526544,1581193712,1318114240,1061119808,1578526432,1570383264,1570285488,1318127232,1318120848,1578543568,1318102480,1249408064,1578460688,1570403760,1577963776,1055031968,1578559248,1570292880,1318050288,1577935328,1577905872,1577974864,1578516576,1578551296,1249420048,1570316288,1318064400,1318110544,1318125776,1570333088,1249418816,1570387520,1578469872,1570336896,1578463488,1318058016,1578007008,1581144320,1061112864,1577976880,1578451504
